address,reward(wei),reward(ether)
0x7f43909414ff1b9E8fCc531E87212378E4A3F9E4,43858612464128452712,43.85
0x3c53BE8C61153B6f84178d5cB4b3A4A974cA7535,43754076074771425675,43.75
0x94E1218774dD0fBe40560846A00fF1372d4b1D3e,43738995805161777907,43.73
0x14c1F1129cbb3DE466A234530D27877Bc1B05452,43070037324413545361,43.07
0xADEf588921BCCe9CB3c3ec0c151E2cE3E3c4270d,42933974689401109442,42.93
0x7AD8B128856E473DE0FFAf65434FC2Edb12FB7D0,42787270001306349936,42.78
0xCCE56EdD5e4594AadE98E84d3FE6a64e13a6D073,42741830953673913713,42.74
0x3b0a61f6773A53ae9A6c0700BBf5331244aE4B18,42567850595335913856,42.56
0x20a6B336511145CE8F84a52AeF49bEBf566f9f1a,42321230827201255423,42.32
0x43681F57B3F5C6ce26cf3e828baa7Bf5b38f84D4,42260990693585459632,42.26
0xaABe31b85EEEe3FD46893996F1C7493Ae8554cF3,42080457611473182509,42.08
0x6B5422143e8ABDf03Db19c6058de007d27465Bd3,41679600018858540104,41.67
0x6F93ACF27101b8AcbDC8a3f7F813ddfc76AF74F1,40352002289029931945,40.35
0x2C27204701ea0977E5ED9a0EfA87A469FAD40544,39804142153668097376,39.80
0x1E9cb8699106dD3dB13f9307b898017EC79f0C3C,39777028247564911021,39.77
0x0F4e7Db33828895De5511D5eB997D5e97399391d,39431094919619386103,39.43
0xE9C78c5EFae66b52c5bF1919C8039F5698Cd3CCA,39213314606645974409,39.21
0x513CdA076c9a63563F5527497825EFdCBac95aa2,39165214401614462477,39.16
0xC1612baFFd9aE385B5eaEB7f3e1f1B051c3c4816,38014476256907703381,38.01
0xe3557E84Bd0247C09EC369D3c904E9DaB87d60a7,37648613446467744637,37.64
0xa007bD98bD3a406aF82AA947ef0626eC38312fAe,37525960854623104601,37.52
0x1F57941E84a83c07523f26BE0b99f8A147A25602,37454436596465088659,37.45
0x47ee340aFE92d4B8caabd7abd0f6Abc3D0927358,36739425562384131296,36.73
0xCb01F3D84F125667F87Ed21a6C3854021C9d90DB,36719471243472270502,36.71
0x9c52dC78bd84007bF63987806f0aeEece0ef14a6,36646879074972219021,36.64
0x75F3B20555B3d7DD9cE76f8A2D97e8a934a8F091,36383572791122037912,36.38
0x3b6b628930e56136cF95Dd44e4B8aE98c89DBD6e,36304374359889349123,36.30
0x0562D91995abb08B611a6D94C2F0305562470C20,35879658125272977178,35.87
0x7A712FDcFd1E25A92bD48925597dd6fF9E2b4c94,35858957383040390906,35.85
0x978A16501c40Ca0472648d57cE45a94acf63f014,35255030751685866944,35.25
0xCB49CCDDB93Adc78B17F5FE8Ed9a80522978513a,34649275997029511524,34.64
0x39a7568a710A6498E419bD7c07Fa7B9E8116AE56,34122569426326098625,34.12
0x59E91440c81740e7012e4508F5A1695aa6783D00,34019337867499094974,34.01
0x46B756702b865AF30Cc0edba27e6d550e775A904,33893146040548936680,33.89
0xF0F32C3c8DEf7b43caA14fEd5752AbC5381C8374,32747000957322441715,32.74
0x56E773B0a620205E9f72265b6013b65B84c2c4aF,32728375644325738684,32.72
0xf936B0f5B5A9aF020801A6ee021fF0cF72028d38,32133535758635325285,32.13
0x15B478d0A288E2a3063D5f28B6A140cCa69B2AFc,32110404536001311212,32.11
0xabF07AdC7929652106F8664438954d99490031E3,31936949071834025197,31.93
0x18818325F61a0f9aC65c2D6C9ba5A8b29a9855Da,31682935468290165311,31.68
0x73a6Ca6Ecf3Ff2c0FcE4DB608e5F908be861cd85,31678976544238216032,31.67
0xF7f27e46778F1f323D1CFd3AF62Bd1b74a1C82B9,31207178656763933245,31.20
0x433CA910AeF353F20b3fea9fAf0c222ED082EFB0,30846212574875988933,30.84
0x612219E1fB1F484eA4ccf0c047c92eC7688c7bA6,30634617569422863022,30.63
0x6005B1954De6c418abf892baa5Cda64efa0F3378,30585224934103255835,30.58
0xC81f9ac9669C100Bb553cE0230Ec156ae05f820f,30418325075864425043,30.41
0x67932657B00199eb4E5a2cE6d46cB38105b962eD,29996480495829783289,29.99
0xFF16d64179A02D6a56a1183A28f1D6293646E2dd,29718597288161095401,29.71
0x49739691fB5f3992b3f2536f309D955558e75933,29598301303608614764,29.59
0x0404b120a4006ec07f008905b7DC6A141EDDDB5a,29213005692290078469,29.21
0xB976D74FCf48704602E7A2B28a674629C1bc36A2,29130686372299026851,29.13
0x907e4cc82402dBD41CA037C641401416D699c4a1,28430734329145837304,28.43
0xBbC388A9Aa470e58A75e455CC3Ffb3A31D9cFCE0,27799665144077648980,27.79
0x328650409920C7EF33A113360CCeb091d383F3E1,27330529962874857236,27.33
0x556dfcf82C45aC618153F53572437408a8C130F4,27166632213813070860,27.16
0x2Dd517E805CAcaDa387E1FDB9B8c31b830984e07,27043686243843616961,27.04
0xF2E33dce287f164e1E3f0A8916ff511042dd7f79,26890654242041607652,26.89
0x7E352d54fF03a46dBC1619a45731043BfF98454D,26596304549256220348,26.59
0x22510fe99F63aE03BA792c21A29Ec10Fd87cae08,26318960905729936986,26.31
0x34934daf75B681796354086d3055B821FB3fa51d,26309151432355413175,26.30
0xbe7ED70249CBaBd5254ae66596B6B5C6fc0E52B8,26158877908530163714,26.15
0x1375fb930cCd9E4B763A8cAdA3724b07b7D964fF,26035621398211129235,26.03
0xF0E4446D7446d2d34ef3d1092cFe587a57ce1f19,25964121367003877849,25.96
0x6E01294054E07b115b5a4F4dd5c860510bFd5c23,25945836580758264866,25.94
0x60F792CB7866A4a870e9eAF74f61937274536348,25881406655878015885,25.88
0x7C791910960d0fa63e3B6C9dd54DCbf4A9c6C69f,25747440330944564364,25.74
0x635E6Dcb5a4abEa8C0F7dA6910f1Fedb100e2499,25424101624877023144,25.42
0x7B4eC94Ab6D0f20848549Dd73F371Bb9f9900B0a,25361384582201714812,25.36
0xF7B18e107eb36797f4cE36dE756630B9C30969ad,25339920065777355334,25.33
0xa7cA40aDaB20c793700e4488A21D7720170E7a06,25306804500318247870,25.30
0xcB11bD53cE375374c35E07e20D26951b94cDc72f,25259420048011611364,25.25
0xfb0f37C0456d60eDEd9b64442dFB0C4847CdD06A,25166717295168307504,25.16
0x783844967e54E0f8bE3364159b4496a0d1888b28,25147282807493792777,25.14
0xB3C968b284593DA71ee482fB6E19d773bb38c212,25005470708272618824,25.00
0x026F549694cCBDAC252436b611B75C463EA497eC,24829512707810520395,24.82
0x89dC928F9ebAD24cEa91Fec1A22a48AbB1aDEC70,24826250539406716816,24.82
0xbB9704D4e1960983d4D63b69e4e21d2E036676e4,24448736729861452809,24.44
0x472bC03cd84276b0343491D0CE425c9d82b04271,24353873119228496434,24.35
0xba181DeB98AfC2202202C9AeBf26B18f46D70497,24338425086135256865,24.33
0x85cF746d3b613ea225A5721807D2B4E94138557d,24335186433968460764,24.33
0x4830Af15288efd2C525b0D6906ec3ce7653cA2dB,24303804267700735425,24.30
0x90B50EE9Aeb83001fBEAF61541fc666341f36400,24092775063594002807,24.09
0x439ff6313EF59f7b8ad641495EE4188e61B7387f,24087549590232927589,24.08
0x285A5a4d990BBCF5c9eFA831A5005A83cF1bf300,24087549590232927589,24.08
0x1084C4ee87d1488d1eD45d11408b09AE1Ff90576,24057444530724648076,24.05
0xF8aD53BFBFEE809cc33F12029eb16fdCffA34e92,23916954253019343682,23.91
0xD534F238d2cF8738c9AcB0B1be770c171e1a400d,23689914490014267543,23.68
0x9a26aac2b6fEc5DD0463fD5C088a05049B835Edb,23683882125414565859,23.68
0x35220534243B2D4972588Ae29CB904370657E528,23656533054428602612,23.65
0xaD31E9c5FE38387fF0e32e272356D4f4954974a9,23630255450294798789,23.63
0x450A3129647098C5332fcA98a1b609C957ad5373,23400983638106941106,23.40
0x298C430aF30de5F5becc0e2395685dC629654732,23299419202345842122,23.29
0x90C0Bf8D71369d21F8ADDF0Da33D21DcB0B1C384,22704358273884731477,22.70
0xF3222b54F4D512f07AAEdECc45Cb2c7d62fb4c50,22680773191957385678,22.68
0xA5C84525194276c430Ab157E341a0dCbb61167Eb,22652568025723045599,22.65
0x2f7021e73bA00816758B2f2Bce27ADeEc84Bc3D2,22322614848312465512,22.32
0x4a111D1CB577807Be38b76e8F983c5035c8531bf,22253352795961853085,22.25
0x3A06adbfD6f32A690E25Feef86e0dCec60cDf3f3,22200602182487622212,22.20
0xe34e2Df841E5a6352B0aE8Bd5A797544f11D7e89,21797755566768238816,21.79
0xdD876033288d1D4e26F7458C832e2dA1c8519419,21559708023481385619,21.55
0xC0682d80Cb3c6BC921f3f4672f814B6B4d476A70,21494480578140313403,21.49
0x385C96Ff8b0af4c0eB6F0572B5F21d2876769DF8,21455694174115132037,21.45
0x1B1dC2A87150D1f4FEe277060bf27a2aCaaFE4aB,21420226233057194914,21.42
0x3C3620f8f91d19Ae32Ca496fd67C93E3eEE032DA,21419706611583980009,21.41
0x94CB1C5d5A25b681A68e4397acB3905cECDaF953,21381074622888002700,21.38
0xCDd6A04fD3B40441DA12F1BD0fe4F070F51a345F,21301356437801166931,21.30
0x21Cf5649ee1a9362202EBfF266Ef7BBC8c26A917,21284322828550053103,21.28
0x66677777228eE3737f7D5D3a4aD494EC90700696,21192362231897157691,21.19
0x4A9589964cD00664068F298aBcBd4db112df481c,20276749802495400848,20.27
0xa1FFCd4f893af11414d1d0Fda7aDF3eB279eAe50,20201488158705847106,20.20
0x871c86287906647737e260f647f1D9E3987Ff009,20123251034086850210,20.12
0x5999865518C9de250b820762130FF7A7119A4558,19908343463420812791,19.90
0x6495e37b426772841221722E3e03847A2cF2C4B9,19460840971488735404,19.46
0xB9AFd25589450134610B618C6499c3D9A5803759,19445517837001480215,19.44
0x56d53a4402A7b8F4aD027cfb421fF60e865F665b,19326284152008885268,19.32
0xd79837F269B17a191aFc534Dac570ABc59416CA1,19294132511152069973,19.29
0x36eA94601031631f23F25ED9e55B2b065eFDDE11,19182422388968304759,19.18
0x36D3Eb5f08F858A34216825b13090e4295B62103,19048230890816112577,19.04
0xc056Aa7923C353a94529dcd233871Ca09CdA6B4f,19030014995570084459,19.03
0xe73819Aa701162324f23D341462ee63293aaAEd1,19010359259204545719,19.01
0x054E49e5bC44821B4F39088769a8B5ACf7e48E94,18964671963907363775,18.96
0x44C6985000a83518506b67968dac225aa4eF4FA9,18688228990897328174,18.68
0xE27182Da732df48F5a9BE7879f3724Ea1D1635A6,18634625283422291580,18.63
0x52684EA0060F95E23F5f0825240c2375a86319Fb,18561772784699166156,18.56
0x3923cDe4303AD8AEd18e2b8FCf1909718fc6b480,18320601602847274234,18.32
0xf2ba37cEf88487E1cE5360Fe0F68AEE2ABDCd1F4,18032112934610936612,18.03
0xF7080036e39C37c6b466373Dab97c3E58e9dd575,17950748855574476888,17.95
0x366919E6F54c0d397d107291CbCB3cD2d7CaE08D,17879883121633148317,17.87
0x39a2C4596C4db13e22E089b66d722cb57Acc8560,17815662192674695692,17.81
0x233b8c8e02b971E65CB24D82809CF60604c7E21c,17791938616628527130,17.79
0x636853BAdD6FB9Da3eCcC3EFfe6D003c5280Ef14,17747777824826165392,17.74
0xebAAc94eeFA3d7D7470870f34ED8f0f22a85b16c,17683773248041153470,17.68
0xF05222348514F728704a354ffDf408B19a2e555D,17545862729974074016,17.54
0x03d6968F256D052E9e7777361C3AE4bd266088aF,17539222386886184658,17.53
0xC4B5Ee79c7845EF4ad81820F2D4fd13da6fA63aD,17458084329324375551,17.45
0xA618da65BF623B34d12A42542426daCD007d03F1,17410349453118161622,17.41
0x21fAAaA53Bc5DF24d045f8B52b2B84b0cf91A93e,17201284853461365675,17.20
0x543cB9C792143b0A389128467f123d704b0e7B30,17199095362387640064,17.19
0x2Df53E3cC2304C648EBf9AE93E9FE83bd81348F3,16811928234766841558,16.81
0x71A0B5d9eCdaa17e15bD364A1b64220ed1D81Cf7,16612156335461923800,16.61
0xa3D803db20f2EA294E2DCA684b1559ad6D7d991b,16568333384351565959,16.56
0xa485b3e631c02834A73349CFA6c5543bB0796985,16519674841191456661,16.51
0x5862A5CBAB3C17a5E1D8171A5A72638b5cd75cd4,16428823700887289445,16.42
0x7a2611B4b14D14c6d57C39daC5B02cb15Ef5Eef6,16309038885177177433,16.30
0xE5277492d6A6f83013cf271aD6488F0958668F94,16172020387021919101,16.17
0xf29a349F28AcAB8E946B013505372FFbD1c01733,16056913894464586146,16.05
0xFCFC6534E940D2af81274ECD8F8a9F03d8c5A0Ac,15946887448848789195,15.94
0xe9706A0aD0b8b52452aE046c53B29ab034540E49,15808658225456061485,15.80
0x73c24b562E2d14B8366Ac3D351e182d6d69B348f,15732893825693558043,15.73
0xF3D6aB48CDb4DcbFa4932d9eA69543c22695a15d,15709476045822852388,15.70
0x270db476080A1c74d434290291029581cb2E91fB,15700396628798077310,15.70
0x68B55927cc8Fced426Bcb8ECaFdFD224EAbc0340,15501573045835161731,15.50
0xe53127bdb72D6F5CDc2dc661A11513BAe74fcc38,15437909546408128119,15.43
0xBB863cF72ef864619D3493ca7E0847387448b394,15246250460141162706,15.24
0xd91B09e134aef316742ee56817514aC896dD9b92,14986683285864233985,14.98
0x296A916c3c927Aaf8E64f31346b1aBD0c58F0309,14955868408729261888,14.95
0xd63B87FA46652a28cB3FfCbc56F7721FC60943AD,14835023568019582554,14.83
0x290789AeD2D6FAE51191BcE9cCE498d0c336Dd89,14808118729625555436,14.80
0x96efB884224B41B09Cfd6F4a06F9E35E59DD69b4,14806673062721311233,14.80
0x2A212fD33a640d79Abb564df2fE71e98295afEAa,14687819440374965269,14.68
0xFC5df5A7108e584DCE69cFB6C727f3d61dA6f9AC,14617519644482223212,14.61
0x5781435cFcd84EDb559f2EB70c91e49EAbCCd7Cd,14574229056542584832,14.57
0x72A0C2633F70A124Af0015f7ecD069E273146a13,14519158176518089006,14.51
0x0fa414E6b58c9E10B1103683A7Bc46654553D522,14494957527157626929,14.49
0x1c0a31FE38A25Abae792012701204160316029Ee,14449801634969615195,14.44
0x83b394238a214528C0bc853De24cCed467118A99,14424720170915369478,14.42
0x11cF7B9623CcA5f6556B8C699071E1D7Fe60444C,14417553600677645650,14.41
0x91a52FcfDb08A46DB9D96f79eAd5C2E0D4c1800D,14298718616002277288,14.29
0x62cB05fC74548cB01b5d6c9C846bd0C06a42be9e,14283335210369899487,14.28
0xe449F3B24f1Cc9D84867168c148307A20482BC55,14105143363140393049,14.10
0xBc5e71C5ce018258C94444831a09333aCFDeaf12,14052529754179324637,14.05
0xBD270191c8A1296658cE232a9d1e7e5c6Bf81933,14052529754139756553,14.05
0x574b05586C6427f3F7E25fdF085eDCf6Bd78558b,14052529754139756553,14.05
0xBd77a3dFa88281052b3ca49A3c046BeF277C9A51,14052529754139756553,14.05
0x452543927C96F6Fc1dA2a784f3e86462D54f5c66,14052529754139756553,14.05
0x1b75b47758B9018734318e2d5E94a59a926110A1,14052529754139756553,14.05
0x19bE6b6445d90ba4Cd96f25690A87B867AeC27E9,14052529754139756553,14.05
0x432DcBdA06e8B296CA29705572D7cb6315Ed8Bed,14009778213692465989,14.00
0x32371B624FAD61FCc122813Ac42ec6F8639F7fb4,13911572018868559869,13.91
0x8D00b28a05E8B83ed2E83dcf8C76377E738aDB64,13890694049142418823,13.89
0xC0158745Da6f94AB9De9E2803FC10dF6Aaf225ac,13537941360841486654,13.53
0x0da3e8aD6fb75122Cde138EddFD3c25833c7c790,13350802638096399687,13.35
0xC6Be36e90aA068526680f4E9C1e4F639cf0f5C51,13259578751050428742,13.25
0x89a1D730AA1e78A0EdE8DEa988AcECfF0A6e99a9,13257438231232328078,13.25
0x5E38eFFfb7aF85b6c82fe90C415603D9d9d2486D,13220479719114275910,13.22
0x9fA0aeAc7a631ae846eC60993C5BEeFb643f5A56,13181511270432675316,13.18
0xB83a685Ca18875551D01A7210687B5CB6A8d78f2,13164080071546483193,13.16
0xa6f348366cf2C91652736E42392DAde067C328Dd,13160076086514815898,13.16
0x5Ba446670288149052645705618f121aF76dD19D,13118102218129766247,13.11
0xd22d042EE1FBF1309c89f93893381E514f61C44c,13048511228370972282,13.04
0x59f5056F001D16c56487Ffc51Be6343280eD51ED,12798603850520734367,12.79
0xe1DFF72b704Ee6A0d3F447747006597612034076,12622605202275471182,12.62
0x7C4401aE98F12eF6de39aE24cf9fc51f80EBa16B,12514351836220510364,12.51
0xe28f4d644942159Dd5b46D17F63e2B142ae70eF9,12305510879251622381,12.30
0xfaC2F11ba2577D5122DC1EC5301d35B16688251E,12294218666009101357,12.29
0xcF6CE779dC8DF985b19eBE76F537462B67af3765,12289854642841122456,12.28
0x5C49A35A7E6FBd824a22798e91009a1e68fB1E99,12144191903234298512,12.14
0xA198837f4151cEC2b5290f36951e2204A4479e69,12084573714576105124,12.08
0x34a6c8bcB2945D58CD88d7C97e33EE27D30Cc631,12073489389816353674,12.07
0x7A10F025dE7988C4B22C936F390565276dd6142E,12002944648487437158,12.00
0x7D5ea565c17E615B3BA7b07146bA7a664b828Bf1,11945096693500352311,11.94
0xf9C7d2C31fB407fc440d68BCd06F210B141997b9,11935140568724097465,11.93
0x26C477AF1BC71D9C28D6f25d107677E4F5868D96,11934476557274425344,11.93
0x9D50B3Cd566D0ef6B6969AbE270A9ECB51f70ecD,11689282582739814774,11.68
0x55665657FF2528eF991D18e8Efb0d21211717577,11596178980348068708,11.59
0x05ea037Dd9805Bd701266cA7F6000f4e405889FE,11577854585287267765,11.57
0x36e0eDc88cD1902F189aC922a4401CF4F389A110,11392940224435255036,11.39
0x359cA6C48110096b01469D9abd5dDeEC8e950e77,11386261126017943079,11.38
0xFCFa06ABbe758fc06Aab849025C19E4Dbb65BA3D,11310445531397543428,11.31
0xDC1693A9d6615b904FbE968e2B24B7246312A07D,11292899299214134518,11.29
0xfaBC6Fc448f53879557192c2D7679e42c09E7022,11263607626339904264,11.26
0x1E5F7e7A6fc30250C4c97daB1d7bb314F96CE81e,11200774832439890947,11.20
0x9DB97d3f1c06a91FbB25B32Cc4B78f925388EA12,11120682778371453742,11.12
0x9Ee3A29eaF55A02867DcB718a1d8035f7629D529,11087092435000137902,11.08
0x74003B8b782C37b33a6A6EA363264E1831f85A90,11083385923233987058,11.08
0xf6dde84e514d3642Fa8b111eaD8321dbdF3BCbBE,10873556590675762945,10.87
0x3C04bC3FBb205Ad3366d205f285deE5CdB35F5B3,10818041566924450262,10.81
0xc835724Dd746fcbe5EF6ca90a8fFD06EeC2aee25,10801246070866323210,10.80
0x054BA1968963104aBA54f2F102A43D23d0d9026c,10714458520175041954,10.71
0xc66f81A2598a609810E8B1d4b9F1056fdFeF3889,10689098299316252470,10.68
0x7c43C2A60F29186bDaeBF320F38350c830aD7FA4,10627863901292371623,10.62
0x1BFDac0De6BF2c85b7ED581c1Fd720DEE407fb17,10610250175835845939,10.61
0xfa7940a6b15d3c485FE78bd394E0543493D66922,10606463382532456455,10.60
0x944586CF150C0b10913734cccA59A872490E0377,10533344524280066454,10.53
0x85643F6ddD1cBCe50973eE15e310c13Bf06ee713,10434372127297389442,10.43
0xbb899870561D48e823DdfACFFa201dc20214a530,10359857273976575561,10.35
0x5b2746bb65dC65Ad09e7B6fbDb63025d9c3f71F2,10021674423089258410,10.02
0x2017DA6Da481169069D2bcfE8462e0036c12cecd,9969679380641447233,9.96
0xD8C29a026e4368CCc5135a55e77CB0872d14cdc8,9949673267806286378,9.94
0x53Fc7903095cca8208970Da9b0f99577530B6c03,9907163538652011658,9.90
0x68A4C42786e6080aAc02BE982a89d656a8a41f05,9897471486245382673,9.89
0xCe2C506BADD9aEac67D51B70699cF5BE5C505b7d,9846681784888486878,9.84
0x3D73D7a9E0E7c469a691e7DEdb222A3f979F399D,9843304324504854838,9.84
0x592CbeAc830431f12fd51f6854Cee7e6F819a1bF,9723977394243979181,9.72
0x72F7a6BF4a8E17063EDAa877312d711DfDdE5606,9691715306907901260,9.69
0x2293FC0e35461AEa297aE6fB9525493c9799Ad8F,9613140584708217864,9.61
0xB876c875B463683B47fb3dbe938399950D7d8E75,9508139924957781313,9.50
0x637A2c20BfCD4D5D832afb053315F791ab998BE0,9480046934330172056,9.48
0xf398ac61610105b9BBe4A14b013C9043D825D837,9455994564986809333,9.45
0x8e2160a024ca85810E5baFbA77EA332800c2B231,9318884474029886259,9.31
0x0825d6c1d8e93b29C8F057E90457bB938061f6ad,9208438994168963256,9.20
0xB86A5e504BC52B300cfeC4EcDF27569198DD67d9,9180906846055038159,9.18
0x0445Bb6578B62A4C28bE622a0c934066DFaf1710,9114475741008658020,9.11
0x4841934669A176E57C8f9DA24E55da9fAbD160dA,9080031917567966954,9.08
0x2926d3536F0CEFF77EC0cA6B063762A06a3EB4a8,9045054855929264206,9.04
0xf0772Eb66Bdb39A953273ab1F8a5A086DB247d3A,9035019836093171035,9.03
0xfFf3098133d97fD783Be532aD78B2812D93aa167,8989862246830751766,8.98
0x43654B09935082B20693C041AFb413042eB92202,8954801365228794310,8.95
0x9B3e2221B9717052AcFe0cA3b513AFa4Bc0C4AA8,8949722167486379082,8.94
0xaf4060d1E8247b543F66e06513d71328d77D8F41,8931284227404167768,8.93
0xB6E4094E34bf8a9Fe2993694a93241f24d21Fdc3,8825869868371055467,8.82
0x751876fea4048761Bd9a1Fdd1BBc4cBD66E147ee,8751789472384241673,8.75
0x31f2792889c0Bb79f7C9E8DED4f8c53C6C8F4765,8563725129491055258,8.56
0xd28521192Dd225028719074521456628ec3617b2,8513625937408333975,8.51
0x6A61230A26c7a7C35De0B6dFA424677D9E6C7589,8149436605237726590,8.14
0xbdeFA0CE22a0830ee6aCa17123e7cb198501d794,8071657931828226616,8.07
0x5812602b6427e3dae54dF18188bD78e428Ca9184,8031517852483853932,8.03
0x17ea92D6FfbAA1c7F6B117c1E9D0c88ABdc8b84C,8014509165474349926,8.01
0xb8BB79FeA5Cf4D7a7a62969d4235205188F4F8C5,7865940025188316610,7.86
0x68d04Fe1fEA2A923628c26330Ad277Cd71a24586,7810510422581217163,7.81
0xcce9FFc55ab57E14cc217AB8C63339Ee45B036d8,7756212106560692237,7.75
0x049569adb8a1e8A9349E9F1111C7b7993A4612eB,7647163087831265023,7.64
0xDD2d6446BEe70E4C4813B7d24f0742dd0f5c7942,7605531260441698821,7.60
0x5937dBC6155894C7Eef2F4A6Aa0a84C90ea4aA8D,7580026979163156236,7.58
0x342cD0e754BD5960B7C2bc5325375b567217218a,7541544906544224898,7.54
0x87Cc852Bc2174E2aDbA2692Ce93d2003B52b4aE0,7529766860679195380,7.52
0x37717bb7a899819c75eB4d309582011B30D39A9e,7523281295436848314,7.52
0xc87F0103A7AE97FF61e0E5f9DC55fbaF8f10112a,7442751674909884574,7.44
0xc2880F9453Ddf3eE9502e8c8aC42B944175C885F,7364675879773487409,7.36
0x0D17c868274dfa0B8C0896de9E89E7753556A16D,7362907306862766683,7.36
0xe61A64AEC94342adFcB4761B975580295d273E67,7337504671503971683,7.33
0x7D643d281c1184EEefCC5F6Bb235A24aAECb40E8,7301971910399880397,7.30
0x29f3015d38d09A209Fd32e9122E0A7cF07270459,7296960949436129045,7.29
0xBCf43fbcDf7bAB3744789ec03295D1A7a971f70e,7294017545446073762,7.29
0x437bb483f617b4F83abEE2eF3AD104E485b343E5,7270547245783154632,7.27
0x0a30681713B87064b2252A1c9a0ba7853dADeBf1,7254244737552597841,7.25
0x699ebD6bcF3E9De7749eD653bc83Fa69bD8703d8,7057756786462329785,7.05
0x788888774566988d2860bCC7E8d5524F4c9777c4,7033218728517739016,7.03
0x4beF7B9F9222E0467e6e12cf7a18eb633a61C657,7008778941485196497,7.00
0xB6890D6D9e23192DE2A4aE2c649C415dFc83622E,6942718200267744874,6.94
0xc5CCFE9A0c45F73475E747b30D816af6c6ad1970,6927469841989741506,6.92
0x2B9F0A0b3B0a8d7a63450e6cb9232271D0c627f9,6893621865719659035,6.89
0x415FCE36e2Dc12421F20b93DbaD1dd68bd2F6db6,6848215407965304655,6.84
0x7AEe63D31D83D3B86324E6F0ffdBD6568111Ca43,6680490902187039374,6.68
0x98E3b0E09e469D4c229cEac0edEF59B1DFB910A3,6649042794845391206,6.64
0xb2C08c0f926e5FE22BC11CC50D619e0088f06832,6526264877069878276,6.52
