address,reward(wei),reward(ether)
0x7C3c0A890fD34f6aB5cfAA98a4a698B0ff1E26F0,6511881207541048511,6.51
0xb3abd42c6B911A1197393946f4b5a6B48ECc61eD,6473581022930389128,6.47
0x5F82C97e9b1755237692a946aE814998Bc0e2124,6466054758053319250,6.46
0xfB24c4EeF8706ec7BA1EdcB9Eed1Bb8B7b1fC122,6433029818858351543,6.43
0x8E440eD0d959bCF7594dD5EDf1AaA4E839Fd114b,6415879658872853395,6.41
0xE76832cdFFF56194208FEa6f41e31C4C3BFFD116,6394040485233456321,6.39
0xb64cFe55FC1737Dc25feEcbF9eb29C3E68912bF4,6317521301041871429,6.31
0xc7c94A025ACc4F4263afADc2DD6aBE61D0bC53bB,6267071591060373642,6.26
0x478B48c9a40543D02Cc16b6e50bC52630d3264Ad,6259143476326463064,6.25
0x1Fc6D15b8A7dF1C08C52bD3ffB59c304409672Bc,6220143308456975060,6.22
0x0eA59C05BE4b7149AAed26bE764b618AC0255643,6059307978587951382,6.05
0x173d565f3fF83dB2581338ebd3672c13C4Ce4C36,6051849817193210918,6.05
0x9f0e45144739ae836553e66Ee625534C38a9F7F2,6027947362435154383,6.02
0x0b308e9c13DCc7251182abA1718412a0C0c4b3DF,6024513885265219725,6.02
0x0000002086A091193695DA57052efc2215121678,6011969492918671538,6.01
0xCf354A0012160bC5dAe441C49f0B2d7E4A4fFC96,5973096054399823759,5.97
0x859e27379bF451F92f6e58307dbf416A7804724a,5965606877825328371,5.96
0xd0114bC46542c6c9f67608b19C3911e288C6a523,5932305556786076991,5.93
0x5Ba0A24B3a2c053140893625015E1869Df212E8e,5931919039223949158,5.93
0xF14662B6B7eDFEBe645D783AFEF03A6CE615dfe0,5765800851216030747,5.76
0x8940D520ad6291558b73D2b66a617F5d04723F95,5759568331538609243,5.75
0xd2E40A872eb953FFFDCF9704bA31731f1731bedf,5758331318370277337,5.75
0x709F8b714186fB7b07f40a35D81D2639d2E37c85,5720285122453346270,5.72
0x185Ce669525c66863Ea5e1488553e2c9693AA2C5,5669559803314353296,5.66
0x053c685Fb78581Eb36f05a70219ccC414B8899cd,5617687461216891002,5.61
0xAE1692D8D045716c948B707550e91DBd2C55169A,5595140586591557551,5.59
0xB1451261520532c3Ca487FF467A8020e3207EeE2,5592506281321408712,5.59
0x0aaf38602F6f5778ddd5f4781592B9574d5Fbb7E,5589749343061604717,5.58
0xB4c5aEa653A13Ecaf6b694D173020788B600d200,5556840945108116699,5.55
0xbAE44784ef87C0b6060e3f8cFA5dC751BED18fF6,5554669256691054322,5.55
0x813FFbF5C311cC7750cff0e241dBBE0dc01D3C51,5513070039994778728,5.51
0x9EdD915e04C6E062C18Fa1885eF3CE23c2c640B6,5470309844777302168,5.47
0x469880d6013142CE79e6b795E6a9F3F564FEAf7B,5459302780281749497,5.45
0x6E162fC3c2A9DfdDecbC31614c623B94D6F4c971,5412232383098153353,5.41
0xe66Ce6B9791D030A9D58574762d545828dc9576f,5306860356401907434,5.30
0xd16dA33C2436A5772D46821fC227DF8eb6CD0805,5271887397558231897,5.27
0xa1992346630fa9539bc31438A8981c646C6698F1,5271824678634081215,5.27
0x0e2e4Ff0DCd154a9ab2DAD034675841f937773F2,5235512171816587086,5.23
0x5c826084282a666c21D5732A6E9eAacD2b288e77,5190232426748351655,5.19
0xC9d25B9A3496c776688833D6cCfE507Ef4f41645,5167479258925893635,5.16
0x08a7aD00DAc20aAAeB0612Ef3b96b737fE742d4F,5148046505894597994,5.14
0x853212C3d02a2689A5Ae529dD6684166DC4F0829,5100869934861563324,5.10
0x2Debdf4427CcBcfDbC7f29D63964499a0ec184F6,5091914665476290771,5.09
0xA2baED21f40f0f2288AfD639D53798056CAa3226,5063423204784810972,5.06
0x4d0bE7360F4523b893D826241df3e7072f36a5e1,5029570103885250862,5.02
0x303119B09EF64f312d8e77D54E11D2C1bA32Aa64,5021011901655902621,5.02
0x20074277f892404Ee413753e01bac21A4f8D98c4,5021011901655902621,5.02
0x1dce25415D54E6bc694aaFa6cd5e650d28Bb786A,5018001395705074670,5.01
0x4e1fCE5913448CBA1A55cD533e6eeAb16EEd716D,5015994391737856035,5.01
0x3CCD231Ab6F2E66F3d1eEbfA9C48864Fe0f0C560,4950766762803250424,4.95
0x204667868FCD23D52095F763E21435Af98660159,4935714233049110667,4.93
0x8204F5956bAe24291a8b6570EEd1B7685Aa41c12,4934027311593844971,4.93
0x2e3cC777000E32f32Cd16eE6eDEa3327bA53b725,4877739778566780215,4.87
0x7925407Bf27e5fB5C2CE4a72924bf0AaA2550c6f,4860451584278411884,4.86
0xB8B8572bb66f0C9C8A02D71cee68d043A307E000,4835751029449686673,4.83
0xD0c614F1Ae0F7a1680C47dB36fC98FD34FE6dA5f,4815293995015992615,4.81
0x114F717ff555fE0d432556AF3D7D1a9Db2776E8E,4795395404309982214,4.79
0x8bAeaf18AEe449abd0A85c9E5bA3C1CfdEbbb8A9,4791490927964779613,4.79
0x4E5b3D4C8FD4d35C493b7D64AF0f04D1D2ed2122,4789328381190101535,4.78
0x6FA70b510CC91318e220a915F569Adb6fAbbFF2F,4757435026606697409,4.75
0xc6eebc4809CBc94cf323259fba27Aa8E2fa991D1,4725346278331929997,4.72
0xb6F38cA595C02Bd9B5D305150a4467f7407cD59a,4637444843713888758,4.63
0x378e65B90Bc08e4405996f876596A33350457Dd5,4598626427185825438,4.59
0x9D32F1e7C5fF707e92b4B30937A1e5E2C2De2462,4535988923196206512,4.53
0x569CDa6D421EB959914DBb6b97a9DA9181b0ecA3,4501689756649399107,4.50
0x433D79D73308f3c38797CEdDcD053473df386E37,4476037149693149634,4.47
0xC5932d4fb0B3A99476dd3D99f383508810Cc4da1,4459775411801333338,4.45
0x0628345dD7C1efA1B2B21240d932b16a1e3630B2,4459050790834685043,4.45
0x2Bc9E22ba0024f777294f8C090555D5B24609572,4438539210289710601,4.43
0xfCcf6d96B7939E5b5DF9F02Bb891AC7923AB2828,4405458179465447307,4.40
0xb2e3E82a9717E88819494Bbe0a2b518157a0AB29,4390188193121501897,4.39
0xe483Ec864230cfF8Cc138478ad0091304637C11F,4283437943703054550,4.28
0x296b97d01b61e143A7e5F6050451e4b4FD0Cd9c4,4268634921684326830,4.26
0x3516D34F54523db11292e2Fa91EBd032fde25e56,4248460882064351802,4.24
0x7787DC760549fCC451922B8f1b3c3E664F811F7a,4244861114707771146,4.24
0xa341Db63e93F02D057b8A871FaF9545a395F95C1,4225423537201731890,4.22
0xc7ea21222716b63e39953C45B55e742a25155515,4221621620947525585,4.22
0xb456C9E1B6F9BCe3FDE74a5Af40f4bAb8f525F7e,4209363300062528994,4.20
0x5b390cEc3b6C8F4b752fDd3D242fde5e5a759297,4202889396742857889,4.20
0xd3b499A0877fe0e8FD265916Fc57d727c92521fB,4201827643177052162,4.20
0x9A2bf2Fce4d44FdF287cF7C0df15aa814ACb4604,4182185597058858063,4.18
0x57393CeB2B889B09EC166b12135bebFaa0726834,4154663551656388933,4.15
0xbC9E9aBE63ddc54F86A119aF4840885BD972Cd4d,4139209411123120408,4.13
0x276c3B1fF77c05f373cEF5B5207943696E73e421,4127895136243610399,4.12
0xF042C8873566EfC66273943A799AD7e781461Ed5,4127895136243610399,4.12
0xd0905859E46A4676D62455B189394b8DffCf0253,4067685017227051373,4.06
0xD0A484E2AF97BA38cb8B88506eAe6998AB45Ce11,4065122755542262031,4.06
0xbFf392cd252A3c337eF29ceBd89ee5B3B6f9F594,4040316111293742772,4.04
0xF1473DD3CC58f5496c367e427130670c846915b0,4026354209423131232,4.02
0x5d47E871F81F84D3154AEC772bCce14973112C69,4018901275152463009,4.01
0x34de13A8Cc12C525a51A0dcFeAd9FeC453A106a7,4017509918046585517,4.01
0x719319c1ce2460b9C35E3991dAFCE7Cc2DDd5079,4017509918046585517,4.01
0x8849bdf80394fC7AC4e937543A1470821642D40A,4017509918046585517,4.01
0x175Fdd91A22d840B795e69feF9f6c4A2F7512153,4017509918046585517,4.01
0x1774bf5e7248C0CF8Ae9AA1EA353409bA596ACBe,4017509918046585517,4.01
0x757540B143e6C9066B77383C3bA464C5a05c9d4E,4017509918046585517,4.01
0x373373334b728f0C4A2489d06984f4605f5f5222,4017509918046585517,4.01
0x757841d66a9FDd663fc6CaeA5a0BFd9878f5B191,4017509918046585517,4.01
0x67B1571b634FC330B91f1bA7d0017c4E5054A395,4017509918046585517,4.01
0x4dFb85707a96DA7759B07C43EA3343c4732aa279,4017509918046585517,4.01
0x8D47fea7D643867cc710293c25D258fcf9962664,4017509918046585517,4.01
0x20115075ca52A222759E94e75a43d1174fA684B8,4017509918046585517,4.01
0x6Fa8dF6D8F849E0B9BBd7432dB4f3480d1CBE750,4017509918046585517,4.01
0x87ce852cE248aFd15F3A35d9E13aEc4A4AacAca2,4017509918046585517,4.01
0x00f7a791936F1d182fB1F892086043FE3A87C6f9,4015302213682645020,4.01
0x34a7910B6B15Fb4c8A82010d4Ab09BaFeEEA9d66,4004730320285320864,4.00
0xf91344cDE84Bd8f6549A8C12a9d68aE63b2534cD,4000794585505605122,4.00
0xf556a0FB18130430C3699182259d15B47E043CD3,3963951967518281408,3.96
0x73F6F199139e21FdeB147Ce77004197C78346D3c,3945444561397999322,3.94
0xE381D6144502F78957fE2eA614A369c57d135715,3937872457951456287,3.93
0x33B79F62A2B9c5fBf13950D568BefC78Ef156ABd,3937229759357840149,3.93
0xAa3974a71A9CD8a3E7B84e550C85168Cd949F788,3912142209767607222,3.91
0x3c3E4E713E333Bbc44b36f89912b5d8dfeCB725f,3911976517018798287,3.91
0x5917E2f8d4AD6eb64Cf4e9A0ACc37aD2d04c5789,3900538934251052456,3.90
0x80B09d3730F9FD606138F0b4fDE7622e31082e66,3882037150259327708,3.88
0xD38A95FA5d2FeD52aDC1894D125e41feCec5E6B3,3874545590494858975,3.87
0xE69C36F16E27F4B8686624A014B80d9464aF3b7B,3848793477705248900,3.84
0x876CC318e329879f807f43e93BdaD916E3b52441,3846914580833001610,3.84
0xf9cadBE49EF0Dff659dcF4005F03FCdAfE04bfa6,3846650158060320555,3.84
0x16e5E077302B4b8649D416a9D8041ebeb34eA396,3821827031242768682,3.82
0x0181900B57Ed36954d1Cc7F77ec401D04E409A79,3793958436860560605,3.79
0x66E3CB192e31226C829cd9E6E9e7E75893b6e722,3766634422144256242,3.76
0x6fE0bd7C1F913f38CD4376f5d08C18c513a77a25,3741270344486953050,3.74
0x954544996180C57327267D07F85Ff0B299282928,3665518319095025809,3.66
0x67E422036552A2D7DDBDdB92c0357D46a9F5a377,3651284789725211601,3.65
0xaEE5a126c39A0250B9657C139F28C7C961a9f48F,3646520252216139031,3.64
0xcC62eE750290c625Fa45030568021AFfB5a90468,3626155238117582991,3.62
0x00d0B80FDa2b2031B2810B498E508b0A4fbcD7Ca,3515758926241926966,3.51
0xE3cD34f8baacD2761a6527E439a151abAA133805,3487026239296663843,3.48
0xbF7b782D820ffDDE302c5C30bf7c1914676E5005,3473994544949549932,3.47
0x05c42e6478F17E25f8e876f3C743a86AfD3880BC,3422611615582051805,3.42
0x07C1824a7ABbA78F85547a28ef4bE35094bCf3a0,3394114936626745354,3.39
0x06E13AD9c9E1b2D6bC85E9b7B80CF74522E5207E,3215344505692979512,3.21
0x66143d695baFf44a3C8549bBdb16098d55674F9D,3128704836114516958,3.12
0x3EF60aE2acE351dC6058B5B21Fb566089D118137,3115928796993236607,3.11
0xce73dA15464F5ea4a099773AaFd3e0AFD63714f4,3106917981737900307,3.10
0xc6B690aaC269703f95C785Eb4f52e7DAA465967c,3031996110148636346,3.03
0x205aEE6FfaEeE0d174F2c273CF277b92aa20Ffcc,3014007934437268414,3.01
0xCbde2aBf286ECC8598f06a0D8a4fDde88EDFA56c,3014007934437268414,3.01
0xBb7e4d5C7201062766c7077f87a271DbFfAEaD91,2921367301269611644,2.92
0x0B333b13Bc0d678BFEc8864b7666F366397df84a,2813033320713188812,2.81
0x2f2b395d6385d9E35Edf62e0B895234066BcC331,2804626514204708655,2.80
0x99f633c2a6973e18cAe5C82b67166b8dd1A66792,2803711196840114583,2.80
0x50b4a84c42925c8EB67b64733cf9593146b972e1,2621799648410014520,2.62
0x662103dDc568872e5adFCe3b5E5Ba0888860c59e,2619273277699397563,2.61
0x93974819968d78e9e115500E2af21bed23845dC9,2612712562475346138,2.61
0x7A09721f9855f77cf1440Fb63F28c8B9488A8cD6,2570758080360322806,2.57
0xCF5fBB609BB284a0c4831Bf666Acc038a42dafDC,2567699713913209314,2.56
0x32ffC2374fA900FDe59D7B7388Bb4a9A9Dbe6123,2517274452550656448,2.51
0x4f4cA836bcfa668bd275344Cf76191d575CeF26d,2496517112714117811,2.49
0x7A27C627e89222EEF244891A705be786F795A92D,2430651933179323720,2.43
0x74e2f04DEF059397d4a3382Fd4a85dF062D75bF4,2370692917804843498,2.37
0x0B5dD26f44D36141d97A3bF6841e7bA63C092AF9,2361659560842644875,2.36
0xcE30aaF6BEaFc455A1d231F25922fa2188ad0498,2354171940058512890,2.35
0x2B19CB7b80dBD3c9e2E54ef34fe74b7cc02ca951,2230423323101670064,2.23
0x50A8D22515ce5e7D8aF68136C9Dd257971b54750,2148862443855831066,2.14
0x85225ea8165627FE841C716c454D50390A1DfEf1,2133911342238090955,2.13
0x5593b2B8Dc63d0ed68aa8f885707b2Dc5787E391,2119619595143892391,2.11
0x57080EF7511D29FF64610B58aBd73A9e402C7095,2112221296535930403,2.11
0x572dfa4D355A27D63A9faEbCB055CA6826430D5A,2085160193501129136,2.08
0x7d0DbB57FcE63B7bE96c74131472964025b8d9C6,2077001255104532674,2.07
0x6295D6F857f0b448FE29BF865279d460a5f35fEB,2058166926313781563,2.05
0x5be10f3434bC1aC6C0A34f86Da39Ea0095392f21,2033432030671926474,2.03
0xc19c194FE046079c14Fa84E13747BC1b043c5120,2030560959250387430,2.03
0xcC7098dAb8FD326eCAa361432e1e1e4641f6a67d,2029990015988249457,2.02
0x1Ea876Df65924ffdB1345b3D2C5ee47138C0086A,2014489331488321716,2.01
0xe75047F39962c8EFEf63E9D161F41320E1FB320A,2010505950827951310,2.01
0xC991E1247fbC69DF72bE4e3D5A4295a9cc3549da,1955508003040853510,1.95
0xE63593aB3a73537a2AE6A289A7Bc16bb20E4873e,1932508131956757430,1.93
0x07494EFB9fc623b74B31714192826c70EbA7423f,1919752810671024710,1.91
0xB71CD2a879c8D887eA8d75155ff51116178641C0,1886626132532599605,1.88
0x2CAB3A5c1d3cFEA0ABaA075D0EeB5FCFF0885246,1867377933538629899,1.86
0x92f605742B9dABd9CA5df0E1089B06A2CA535015,1784226078661446525,1.78
0x220f65310909ee3eFD2f6DefC1815CC6499451De,1775960247151418779,1.77
0xf1A1602C90D8E510bC583EABb53667e3AFae4b52,1773943953940334005,1.77
0x9b2a3c97C7939aC4e8583F368EE783C43799B61a,1770855751151389415,1.77
0x1941B8CdaB08D5B3Cd6b1A08f91A8201551Ba130,1744660376850789636,1.74
0xA5511B02bCAba189Dcbe478B842497fF8A96AC4D,1722897581550399826,1.72
0xc840111a022C7a8ebf42643b8417019e01Db2f93,1710332606055967910,1.71
0xe2DFe78AD6a1fca3B3C40ce2fcf4740989317f43,1683568015073986626,1.68
0xE93ca33eAbb19D07A0CdbDF4C25CdE6738c5ECc0,1648719664496278620,1.64
0x419fe55e43b0DaC5BD5E3B716C30b5b0AC9e1f73,1639413628851935756,1.63
0xCE8c021f02409F3d55531d2946EEee5f8B3d0C17,1615921675067080405,1.61
0x923F0708C600Dfb708d0DCE463C39D1E1b8C281A,1602440367600646201,1.60
0xDdeF74Bd1Ef4915546Ee9371928123475eB2a354,1595487255360188584,1.59
0x4BA9e3D69f573c1C79c7d66e8A0D096583b52454,1594821960547254974,1.59
0xa791F0D150C88786d0EDfe8fE16f0A09E5C7CA63,1589211593281001947,1.58
0xeD877717F745dCaDD3dB65443EbBD76b9d132c13,1559932887841038913,1.55
0x84548458DD82645c6f2faCfdAb773158445444D5,1559157766646618278,1.55
0xde291D95aC61BF07De15758c1382571DF9E9E464,1551052567632425474,1.55
0x2F0DB7CF034a6d8bD427B6181AC89fDe2ab715b4,1523766580012349990,1.52
0xE0e045B4622fA19a3d22Ab60712b5DD5af718E12,1509199219764771424,1.50
0x69f0FFca9C42D33a45ED909Ef9Df213207dea0eC,1508754959023292758,1.50
0xfCe1ef98b9C0f44250055ec487504249927D1bD9,1508754959023292758,1.50
0xC181B8Cef41E682367B159D9F79ca195F6F03Dca,1508754959023292758,1.50
0xCe5dA93211677f31F627706eA661624F3B414Ac1,1508754959023292758,1.50
0x337844866Ce1f51bE8EB9f3a4882b5cB891Edba5,1503773274920706019,1.50
0xC5877dBf04dD8298f730498aF4bBe6bE6d3170f6,1501573171699581762,1.50
0x5Eb4d4E69ACbBCcc68774BBDF85Ca4763857B334,1492163006649796336,1.49
0xF305d2f6db92e5a3A8E61960EDf0035C250449e2,1459668613295863470,1.45
0x2C0BAF4c7B44bC6824f29cdecF2783115E7736A5,1446791422467533541,1.44
0xDd20333308575673f65E0E014408Cbe9C0D5b10E,1441430208984060139,1.44
0x2bbFe5650e9876fb313D6b32352c6Dc5966A7B68,1426819681395857363,1.42
0xD141751bFD705feC98B8A49200b7C17882A76fbB,1383317211072128121,1.38
0x68BA6a34698ba0afeD3DF1B606401fC553A6Ca8C,1354030005680490201,1.35
0xcdc2AC769e3f28C0762f3e1878FB8d5365c9521d,1336130197654935671,1.33
0xD0e6D3D3d9A59f2790c4509682D47713E1f682B9,1330886573196789340,1.33
0x20AaaD6c45eA50F5C1a690fB8A32A2E244aBF371,1314068500664727555,1.31
0xeD45f03d56A0a2B6bFE7F42Fa0b8792130252F4B,1298399089876028002,1.29
0xA4D509Dc1101f059837720CD0775F087f1650c6A,1263895470282407581,1.26
0x06BF4a95b25f38C30011DBF16A6D758669F74609,1214773747124899789,1.21
0xb4fDB4349a5Df9516138f73a7ffc372FeE15D607,1152042672589653377,1.15
0x8eCeD50274AfE4CB5fc0a5dB86C9EdD457bE261A,1107354165579565917,1.10
0xff03a79c1F67dB02D19589f25f9A2340841c126a,1092841697329834523,1.09
0xaFD53AAd7d3Ab2B1BE5f254c141c1a1a9e9A0fA5,1081828479095623491,1.08
0x9a1F54DABfDD070C6BFA9b814D693f71C8c37D48,1080421948036251843,1.08
0x132DB8234171Cc9D8A65853cf03D5C0f46C8867e,1066749158815211798,1.06
0x7CD8C5E48e5d5c526959973F7bEAa5837Fe23acC,1033411363711116337,1.03
0x55dB43aE45f7A73c6D2842712D7856A356B7e242,1032276351829805251,1.03
0x496026D276e41a9976F474057d563bEe0D773e49,1007003967218634207,1.00
0x8c89758EB23623bbC0d7a681637f006894c60066,999375465843045757,0.99
0x8284D76C3306d2726e92A083818a25FC59Ed01Db,994492538235917177,0.99
0x02e51d6Ce16201A28Eaa7DE9C8C4BFeD25B4b081,985398569511525609,0.98
0xd5673116eb5758Af56B21e717F292DbB6a8b6B4C,977439346362907748,0.97
0x2eF32Af55bD079068f21627a84C23Ff32547B763,972686580789752865,0.97
0x65e53788DC2E987c4B3516997B03F457C722043A,971601950081974533,0.97
0x68575571E75D2CfA4222e0F8E7053F056EB91d6C,929518699568676491,0.92
0x9795A4884393D1217429A26514B9bEAcdfe46Cd6,907254120237783439,0.90
0x2ac14572bacfd491408306DB6C6cF544cbE94687,874541705382204349,0.87
0xa4dC1fBe6002dc9E73CC2F58a9699bac1FDda341,872647030047088373,0.87
0x115174d36631B61D011c6D5bb4a84A0aBF92ba4c,851378000865267146,0.85
0x63e62588330657c99BA79139e7C21aF0c0DB1E7e,850407482676400273,0.85
0x81E0a97a9835767ceB3F6077C153A39b59869D4a,823752503888552067,0.82
0x389229487Af16c1be1d77B524f03B1A152Ba4473,818974102459280517,0.81
0xd36755980832BfB94fF631541aa4D77f99499129,740391898112975386,0.74
0xAD378bA144E36A2D2E49d28f323140b7cD4BD8F1,697772811337836542,0.69
0x7DB3CA5AD4C8f648D21Fa7d682D3C6CA9d4F5dd7,663879599048954486,0.66
0x8037d5658E6CB0d6aD9F17e3B32fC64bc5807d51,650085491946808272,0.65
0xF93C5F9312300c579E2bA021A35FaB97B303b085,633929375610582552,0.63
0x34916349d43f65bCCCA11Ff53a8E0382a1A594A7,625678483439370510,0.62
0x6DE6E901Bbefd26a9888798a25E4A49309D04CA9,620067665143400141,0.62
0x444158FF21E3b673092F7e537f7aAc6be8666666,601703437578320648,0.60
0x657B3bd927cE9758b8b0d8312F8656c994fC8840,597291295474056989,0.59
0xCC82236c47F2e8eF4A52F2C4bABF36e36Efd7BA9,580515624184674438,0.58
0x02Ee0C8410B6C17E54457fe76661dA40A7C0461a,555764308928261972,0.55
0x00a0708644A2Ff370748fd9f1757134543a27e02,538012467358093789,0.53
0xe0Dd8eD68c6a921b91a74d01e4aFE8ef90AF007C,533901418174941485,0.53
0xd43f3716CbB9386352880a9BD52f7F07aC01752B,526735712884440862,0.52
0x8A5E249Ba28C6f6492778c8850CE25EDD4A2862D,523031510981025641,0.52
0x4e8D9340D3210CcB805ea973Ce3756A9Af617378,511347062330077988,0.51
0x2220d223D4f8A5dC41c68b68Db46CFBCE225DB25,505252975413975655,0.50
0xD21fF40D220f641F59270A9AdC4F3DB7E78E1Ff7,505252975413975655,0.50
0x380e0905464b15472A1D63dF3c90921fccA9FaD6,505252975413975655,0.50
0x856a4CB93c07b55Fe8aA9cCad884fb7e05b6a518,482331561522914986,0.48
0x0EEEfF44E8F65Db5Cc841E3A3d591499B74f85e6,475348549368835698,0.47
0xbeb040e1b560e56D087381235aEdFc251ce64033,452928915069386221,0.45
0xFc5C1374dD01d42Dccd4720Fb9E04761caa60b9B,450137740504113281,0.45
0x78955A74b6d04D87B72cE21b3849A82189D6384C,449114489550406231,0.44
0x6E3Ba50F3cad8E8177C6BB9815e9a23E397D5A5B,436541854160979279,0.43
0xd0C34E1772aEDEDE1315980Ad63dF8a3BEbe391e,401586388342063326,0.40
0xdb6C18087cB71164f9B47981d684E68C697b319e,391386004426565325,0.39
0x8bA1346146F252179f612Dfd15511f3AB961ac35,380679202585731252,0.38
0x67FDA3D59A3674F36C369536b5d62406007afbbB,367216967678019783,0.36
0xc25fef376784E9BcaD3E1472575c1E10079c56d1,365975195695356618,0.36
0x8116D70C57F410284969F45156aCfc6C024a8f59,357605485964705644,0.35
0x650151C8de2E51243fE2C55b052EBa51303A2E4a,354971940056311613,0.35
0x0f0301Aac0E71941E22e585939beEF9376ef49d7,351936942075080344,0.35
0x2341e644582d7052b09e54Ebe3cd9B46F9124dd3,326512087161686969,0.32
0x3591196a9F98d25231d19898638d322Ff4c5FDA7,321835359468742982,0.32
0x36DE7aE0C7a596bA2da2dd15A00cC1E385deB49d,285987791995339868,0.28
0x4e409429417F9c7Cd79b9cee4A0F73A6285cd508,283926681509219581,0.28
0xEd2017fc8fB843CBf6d5d2bF18b304EaBB8cBd69,277057627843200555,0.27
0xd3B77FAB8F34780F9f8df9fef2ddcfdd29983F13,270683869418355322,0.27
0x3fA26DB68832E4f0B08da4cf3fb15aCfb5dd6409,267516649299716409,0.26
0x394F5fD5E3AD0553e751fABF2c76352986FC8ae8,263675442330148787,0.26
0xd08354642e13E09355f038d6B8bc577093e1008D,263323699695523441,0.26
0x97358aad9744FF4D91B95F54600111FD6A6868BF,240574186994720428,0.24
0x593973D9F348474f2ED9E56b64f1df2c273022ED,216817311641664962,0.21
0xaAcC075aa8EC90c4CBC5866Fd922188097D3e994,204108576472100485,0.20
0xE0ae37D1a3Cf1596dd3e5eE5774a795e90c3375e,196165647078106102,0.19
0xAD51aE2c62a9b471C3F3E0C7fcA219aF86980861,169736009814555414,0.16
0x2BC7a25cD4C1ba457fbDed4322D108dc056D1d0a,138172613211004587,0.13
0x673138C28b93c31B840be042cB3926f55E1654Ee,124002501801123901,0.12
0xd15DE04Ce8b9aAF28f8932eC7B4B08569D12Cb54,116946806342305617,0.11
0x2A1049062c6Cfd69bd38fbaf3b0559DF1DBbc92c,109212708268133880,0.10
0x6d4c20805b0a286B4E4C2b2f15E71554F85f9cb6,104369224859220337,0.10
0xf885F270359C826F87bf0564F9133359a50101F3,76968452999460317,0.07
0x02A8F422E4623cF409B2a1a64a603B16357EA9da,64921021600842851,0.06
0x0524C91701FCC461C90b3120769B5F295F706a16,52197198044300508,0.05
0xE787DEEc0BE77Db98A1294193E2c1600C8a8687d,36282611341565150,0.03
0xFcEEBfc42775d38427C4078A9d1A8160B6FF9a2e,31132752631398799,0.03
0xc6E1DffF01ECfC22A0a79d366f80f0338645F50C,30782051924754980,0.03
0x65f907f5aAb0B1581FcB3355A0e2340c12198cc3,9125591615754795,0.00
0x82CE68A26aF4433476609C8f5Cf37718811e0763,3501983609317103,0.00
0xb1F6f9B472254Ab81d6Efd5CEDaaC381535bB483,2884812136087588,0.00
